text,label
เรา ปัก ward ตอนนี้ยังไหว,Normal
แก เก็บ objective ค่อยๆเล่น,Normal
ช่วยทันพอดีนะ,Normal
ดันล่างก่อน ตอนนี้ยังไหว,Normal
ผลงานดี ช่วยอีกทีมเต็มที่,Toxic
เล่นแบบนี้ทีมลำบาก เข้าไฟต์มั่ว,Toxic
ถ้าจะกดสกิลมั่ว อย่ามาลงแรงค์,Toxic
ถอยเข้าป้อมก่อน ไม่เป็นไร,Normal
มึงมั่วทุกไฟต์,Toxic
มึงแจกจนทีมเล่นไม่ได้,Toxic
สุดยอด เดินไปให้เขาเก็บฟรี,Toxic
แก เซฟสกิล ค่อยๆเล่น,Normal
เล่นไร้ประโยชน์ทำทีมเหนื่อย,Toxic
ไม่พร้อมก็อย่ากดมา ไม่ช่วย objective,Toxic
ทีมเรา เก็บ objective แผนนี้โอเค,Normal
มึง เซฟสกิล ใจเย็นก่อน,Normal
ทีมเรา ฟาร์มก่อน ใจเย็นก่อน,Normal
เล่นแย่ทั้งเกม,Toxic
รอเกิดก่อน เดี๋ยวตามไป,Normal
ถ้าไม่คิดจะช่วยทีม ทีมอื่นคงลำบากเหมือนกัน,Toxic
มืออาชีพมาก ส่งแต้มสวยมาก,Toxic
กูว่าเกมนี้ยังกลับมาได้,Normal
มึงเล่นไม่เป็นกว่าบอทอีก,Toxic
เมื่อกี้ไฟต์นี้เสียเปรียบ ยังกลับมาได้,Normal
แก รอทีม ไม่เป็นไร,Normal
มึงตัวถ่วงจน objective หายหมด,Toxic
แครี่ ทำเกมง่ายให้ฝั่งตรงข้าม,Toxic
จังหวะนี้เราเข้าเร็วไปหน่อย,Normal
เล่นแจกทั้งเกม,Toxic
ถ้าไม่คิดจะช่วยทีม ก็ไม่แปลกที่แพ้,Toxic
แก้ไฟต์ได้ดี,Normal
บางคน ไม่มีประโยชน์กับเกมนี้เลย,Toxic
ถ้าแค่เดินไปตาย ทีมอื่นคงลำบากเหมือนกัน,Toxic
เก็บบัฟก่อน ไม่เป็นไร,Normal
ขอให้จำไว้ว่าทีมแพ้เพราะจังหวะคุณ,Toxic
คนเลนล่าง ตัดสินใจแย่มาก,Toxic
ถ้าไม่คิดจะช่วยทีม คนอื่นเขาเหนื่อย,Toxic
เมื่อกี้ของยังไม่พร้อม รอบหน้าแก้ได้,Normal
มึงตัวถ่วงจนทีมเล่นไม่ได้,Toxic
นาย ถอยก่อน ยังมีโอกาส,Normal
ถ้าไม่ดูแมพเลย ไม่มีใครแบกไหว,Toxic
กันป้อมก่อน เดี๋ยวตามไป,Normal
สุดยอด แจกให้เขาทั้งเกม,Toxic
เมื่อกี้ยืนลึกไปนิด แต่ไม่เป็นไร,Normal
นาย เก็บ objective เดี๋ยวตามไป,Normal
แก รอทีม รอบหน้าเอาใหม่,Normal
เล่นแย่ไม่ควรมาแรงค์,Toxic
เมื่อกี้จังหวะนี้ยากจริง ยังกลับมาได้,Normal
ถ้าแค่เดินไปตาย ไม่มีใครแบกไหว,Toxic
รอบนี้น่าจะรอคูลดาวน์ ยังกลับมาได้,Normal
อย่าเพิ่งโทษกัน เล่นต่อก่อน,Normal
ไอ้ตัวนั้นมันกำลังดันเลนบน,Normal
เมื่อกี้ของยังไม่พร้อม เดี๋ยวช่วยกัน,Normal
มึง กันบ้าน เดี๋ยวช่วย,Normal
ช่วยได้เยอะ ทำเกมง่ายขึ้นสำหรับอีกฝั่ง,Toxic
เล่นโง่ไม่มีพัฒนา,Toxic
รอบนี้ยังไม่ควรไล่ ค่อยๆเล่น,Normal
แก ถอยก่อน เดี๋ยวตามไป,Normal
แครี่ ทำให้คนอื่นเหนื่อยเปล่า,Toxic
รอเกิดก่อน ยังมีโอกาส,Normal
เมื่อกี้ยังไม่ควรไล่ แต่ไม่เป็นไร,Normal
มึงกากทุกไฟต์,Toxic
อ่านเกมดีจริงๆ,Normal
คนในทีม เล่นแล้วทีมต้องแบกหนักขึ้น,Toxic
ถ้าไม่คิดจะช่วยทีม อย่าฝืนเลย,Toxic
ทำแบบนี้ใครจะอยากทีมด้วย เดินไปตายคนเดียว,Toxic
มึงแจกไม่มีพัฒนา,Toxic
ทีมแบกไม่ไหวแล้ว กดสกิลทิ้ง,Toxic
เมื่อกี้ควรดูแมพก่อน เดี๋ยวช่วยกัน,Normal
แก คุมเลน ไม่เป็นไร,Normal
เมื่อกี้ใช้สกิลไวไปหน่อย แต่ไม่เป็นไร,Normal
ช่วยได้เยอะ ยืนดูจนทีมตายหมด,Toxic
ถ้าไม่ดูแมพเลย ทีมอื่นคงลำบากเหมือนกัน,Toxic
เมจ ทำเกมง่ายให้ฝั่งตรงข้าม,Toxic
เมื่อกี้ควรดูแมพก่อน ยังมีเวลา,Normal
ควรไปฝึกก่อน ออกของมั่ว,Toxic
ไฟต์เมื่อกี้เราเสียตำแหน่งไปหน่อย,Normal
ขอบคุณที่ช่วยอีกฝั่ง,Toxic
เล่นตัวถ่วงแบบนี้,Toxic
เก็บบัฟก่อน เดี๋ยวตามไป,Normal
ทีมเรา ฟาร์มก่อน รอบหน้าเอาใหม่,Normal
ค่อยๆเล่นไป,Normal
เมื่อกี้เลนนี้กดดันยาก แต่ไม่เป็นไร,Normal
เอามังกรก่อน ยังมีโอกาส,Normal
ขอบคุณมาก แบกฝั่งตรงข้ามจริงๆ,Toxic
ถ้าไม่คิดจะช่วยทีม เกมนี้จบตั้งแต่เห็นแล้ว,Toxic
บางคน ทำเกมง่ายให้ฝั่งตรงข้าม,Toxic
เล่นเล่นไม่เป็นทั้งเกม,Toxic
มึง ฟาร์มก่อน ใจเย็นก่อน,Normal
เมื่อกี้ยืนลึกไปนิด ทีมยังโอเค,Normal
เล่นไร้ประโยชน์ทุกไฟต์,Toxic
ถ้าจะยืนดูเฉยๆ อีกทีมคงชอบ,Toxic
เล่นโง่จน objective หายหมด,Toxic
มึงห่วยไม่มีพัฒนา,Toxic
เล่นแจกตั้งแต่ต้นเกม,Toxic
มืออาชีพมาก ทำให้เราแพ้เร็วขึ้น,Toxic
ถ้าไม่คิดจะช่วยทีม อีกทีมคงชอบ,Toxic
รอบนี้น่าจะรอคูลดาวน์ แต่ไม่เป็นไร,Normal
เล่นไร้ประโยชน์จน objective หายหมด,Toxic
ถ้าจะเล่นคนเดียว อย่ามาลงแรงค์,Toxic
เมจ อ่านเกมไม่ออกเลย,Toxic
มึงแจกทำทีมเหนื่อย,Toxic
ฉลาดมาก เดินไปให้เขาเก็บฟรี,Toxic
ฉลาดมาก ทำให้เราแพ้เร็วขึ้น,Toxic
เมื่อกี้น่าจะรอคูลดาวน์ เดี๋ยวช่วยกัน,Normal
แครี่ ตัดสินใจแย่มาก,Toxic
ขอให้ไปฝึกก่อนค่อยกลับมา,Toxic
เมื่อกี้พลาดนิดหน่อย รอบหน้าเอาใหม่,Normal
รอเกิดก่อน ตอนนี้ยังไหว,Normal
บางคน อ่านเกมไม่ออกเลย,Toxic
เมื่อกี้จังหวะนี้ยากจริง ทีมยังโอเค,Normal
แก ถอยก่อน ค่อยๆเล่น,Normal
เรา รอทีม รอบหน้าเอาใหม่,Normal
คนเปิดไฟต์ เหมือนไม่ได้คิดก่อนเล่น,Toxic
เอามังกรก่อน แผนนี้โอเค,Normal
กันป้อมก่อน ค่อยๆเล่น,Normal
เมื่อกี้ใช้สกิลไวไปหน่อย ลองใหม่ได้,Normal
เรา ปัก ward เดี๋ยวช่วย,Normal
รอบนี้ใช้สกิลไวไปหน่อย ยังกลับมาได้,Normal
รอบนี้ใช้สกิลไวไปหน่อย ลองใหม่ได้,Normal
รอบนี้ยังไม่ควรไล่ ยังกลับมาได้,Normal
ถ้าแค่เดินไปตาย ไปฝึกก่อนดีกว่า,Toxic
มึงไร้ประโยชน์ไม่มีพัฒนา,Toxic
นาย รวมกลาง ค่อยๆเล่น,Normal
เรา เก็บ objective เล่นต่อได้,Normal
ทำแบบนี้ใครจะอยากทีมด้วย ออกของมั่ว,Toxic
ขอบคุณมาก เดินไปให้เขาเก็บฟรี,Toxic
เมื่อกี้ไฟต์นี้เสียเปรียบ ทีมยังโอเค,Normal
ไม่ธรรมดา ยืนดูจนทีมตายหมด,Toxic
รอบนี้ไฟต์นี้เสียเปรียบ รอบหน้าแก้ได้,Normal
ดีแล้ว เล่นต่อแบบนี้,Normal
คนเล่นตำแหน่งนี้ ทำ objective หายหมด,Toxic
เล่นแบบนี้ทีมลำบาก เดินไปตายคนเดียว,Toxic
ไม่ต้องพยายามหรอก มันไม่เก่งขึ้นหรอก,Toxic
มึงอ่อนไม่มีพัฒนา,Toxic
เลือกจังหวะดีนะ,Normal
เล่นมั่วไม่มีพัฒนา,Toxic
รอบนี้ใช้สกิลไวไปหน่อย ยังมีเวลา,Normal
เมื่อกี้ยืนลึกไปนิด ลองใหม่ได้,Normal
ขอบคุณที่ช่วยนะ,Normal
เล่นไร้ประโยชน์ทั้งเกม,Toxic
นาย กันบ้าน รอบหน้าเอาใหม่,Normal
แก รอทีม ยังมีโอกาส,Normal
มึงห่วยจนทีมเล่นไม่ได้,Toxic
รอบนี้จังหวะนี้ยากจริง ค่อยๆเล่น,Normal
เล่นตัวถ่วงทุกไฟต์,Toxic
เปิดวิชั่นก่อน รอบหน้าเอาใหม่,Normal
เพื่อน รวมกลาง รอบหน้าเอาใหม่,Normal
เมจ ทำให้ทีมเสียเปรียบตลอด,Toxic
ยิงแม่นมาก,Normal
รอบนี้ยืนลึกไปนิด ค่อยๆเล่น,Normal
รอบนี้ควรดูแมพก่อน รอบหน้าแก้ได้,Normal
ไม่พร้อมก็อย่ากดมา เข้าไฟต์มั่ว,Toxic
นาย ปัก ward เดี๋ยวช่วย,Normal
รอบนี้น่าจะรอคูลดาวน์ เอาใหม่รอบหน้า,Normal
เล่นตัวถ่วงทั้งเกม,Toxic
คนเลนบน เล่นแล้วทีมต้องแบกหนักขึ้น,Toxic
รอบนี้เข้าเร็วไปหน่อย ไม่ต้องซีเรียส,Normal
เล่นตัวถ่วงจน objective หายหมด,Toxic
คนเลนล่าง ทำให้ทีมเสียเปรียบตลอด,Toxic
เมื่อกี้น่าจะรอคูลดาวน์ ไม่ต้องซีเรียส,Normal
แก ฟาร์มก่อน รอบหน้าเอาใหม่,Normal
คนในทีม ทำเกมง่ายให้ฝั่งตรงข้าม,Toxic
ผลงานดี เดินไปให้เขาเก็บฟรี,Toxic
ไม่เป็นไรจริงๆ,Normal
คนเล่นตำแหน่งนี้ เหมือนไม่ได้คิดก่อนเล่น,Toxic
ไม่พร้อมก็อย่ากดมา ยืนผิดตำแหน่ง,Toxic
เล่นแบบนี้ทีมลำบาก ไม่ดูแมพเลย,Toxic
เมื่อกี้ยังไม่ควรไล่ ยังมีเวลา,Normal
ถ้าไม่รู้ว่าต้องทำอะไร ควรหยุดก่อน,Toxic
ฉลาดมาก เสีย objective ได้ครบทุกตัว,Toxic
เล่นมั่วทั้งเกม,Toxic
คนเปิดไฟต์ ทำให้คนอื่นเหนื่อยเปล่า,Toxic
มึงกากจนทีมเล่นไม่ได้,Toxic
เปิดวิชั่นก่อน เดี๋ยวตามไป,Normal
ตัวป่า ตัดสินใจแย่มาก,Toxic
นาย รวมกลาง ยังมีโอกาส,Normal
มึงอ่านเกมดี,Normal
เพื่อน คุมเลน ค่อยๆเล่น,Normal
เพื่อน ถอยก่อน ไม่เป็นไร,Normal
รอบนี้ควรดูแมพก่อน ค่อยๆเล่น,Normal
ถ้าไม่รู้ว่าต้องทำอะไร ไปฝึกก่อนดีกว่า,Toxic
เล่นเล่นไม่เป็นกว่าบอทอีก,Toxic
ขอให้คิดบ้างก่อนกดเล่น,Toxic
เพื่อน เก็บ objective ไม่เป็นไร,Normal
มึงห่วยทำทีมเหนื่อย,Toxic
รอบนี้จังหวะนี้ยากจริง ลองใหม่ได้,Normal
เทพจริง เสีย objective ได้ครบทุกตัว,Toxic
เล่นเล่นไม่เป็นจนทีมเล่นไม่ได้,Toxic
สุดยอด ช่วยอีกทีมเต็มที่,Toxic
เมื่อกี้ของยังไม่พร้อม ลองใหม่ได้,Normal
ช่วยได้เยอะ แจกให้เขาทั้งเกม,Toxic
มึงแก้ไฟต์ได้ดี,Normal
มึงห่วยตั้งแต่ต้นเกม,Toxic
นาย ถอยก่อน ค่อยๆเล่น,Normal
มึงไร้ประโยชน์ทำทีมเหนื่อย,Toxic
ไม่ธรรมดา เดินไปให้เขาเก็บฟรี,Toxic
รอบนี้ของยังไม่พร้อม แต่ไม่เป็นไร,Normal
เพื่อน รวมกลาง เดี๋ยวช่วย,Normal
ดันล่างก่อน ค่อยๆเล่น,Normal
คุมพื้นที่ดีนะ,Normal
คนเลนล่าง เหมือนไม่ได้คิดก่อนเล่น,Toxic
นาย ปัก ward ค่อยๆเล่น,Normal
กูไม่ได้ว่าใครนะ แค่จังหวะนี้ยากจริง,Normal
เมื่อกี้จังหวะนี้ยากจริง เดี๋ยวช่วยกัน,Normal
มึง รอทีม เดี๋ยวตามไป,Normal
มึงตัวถ่วงทำทีมเหนื่อย,Toxic
ทีมแบกไม่ไหวแล้ว ไม่ดูแมพเลย,Toxic
เรา ถอยก่อน ใจเย็นก่อน,Normal
เอามังกรก่อน เล่นต่อได้,Normal
เมื่อกี้น่าจะรอคูลดาวน์ ค่อยๆเล่น,Normal
กูพลาดเอง รอบหน้าเอาใหม่,Normal
ทำแบบนี้ใครจะอยากทีมด้วย ไม่ช่วย objective,Toxic
เพื่อน เก็บ objective ยังมีโอกาส,Normal
เรา คุมเลน แผนนี้โอเค,Normal
มึงกากแบบนี้,Toxic
รวมกลางก่อน รอบหน้าเอาใหม่,Normal
รอบนี้เข้าเร็วไปหน่อย ยังกลับมาได้,Normal
มึงห่วยทั้งเกม,Toxic
ตัวซัพ เล่นแล้วทีมต้องแบกหนักขึ้น,Toxic
แก ปัก ward รอบหน้าเอาใหม่,Normal
ตัวซัพ เหมือนไม่ได้คิดก่อนเล่น,Toxic
เลือกจังหวะดีจริงๆ,Normal
ไปเลนบนก่อน ตอนนี้ยังไหว,Normal
ถ้าแค่เดินไปตาย ควรหยุดก่อน,Toxic
เมื่อกี้ควรดูแมพก่อน ไม่ต้องซีเรียส,Normal
มึง เปิดไฟต์ ตอนนี้ยังไหว,Normal
ตัวซัพ ตัดสินใจแย่มาก,Toxic
ถอยเข้าป้อมก่อน รอบหน้าเอาใหม่,Normal
ดันล่างก่อน รอบหน้าเอาใหม่,Normal
เพื่อน เซฟสกิล รอบหน้าเอาใหม่,Normal
กัน objectiveก่อน ไม่เป็นไร,Normal
มึงเซฟได้สวย,Normal
ไปเลนบนก่อน รอบหน้าเอาใหม่,Normal
เดินเกมดีจริงๆ,Normal
มึงเล่นไม่เป็นแบบนี้,Toxic
เมื่อกี้เข้าเร็วไปหน่อย ไม่ต้องซีเรียส,Normal
ทีมเรา คุมเลน เดี๋ยวตามไป,Normal
นาย คุมเลน รอบหน้าเอาใหม่,Normal
แก เปิดไฟต์ เล่นต่อได้,Normal
บางคน ตัดสินใจแย่มาก,Toxic
มึง เปิดไฟต์ ไม่เป็นไร,Normal
รอบนี้ยืนลึกไปนิด แต่ไม่เป็นไร,Normal
เมื่อกี้ไฟต์นี้เสียเปรียบ รอบหน้าแก้ได้,Normal
รอบนี้ใช้สกิลไวไปหน่อย ค่อยๆเล่น,Normal
ผลงานดี ทำทีมพังได้ต่อเนื่อง,Toxic
นาย รอทีม เดี๋ยวตามไป,Normal
เมื่อกี้ของยังไม่พร้อม ค่อยๆเล่น,Normal
เพื่อน คุมเลน ไม่เป็นไร,Normal
เรา เปิดไฟต์ ยังมีโอกาส,Normal
ตัวซัพ ไม่มีประโยชน์กับเกมนี้เลย,Toxic
ทีมเรา ถอยก่อน ไม่เป็นไร,Normal
เก่งมาก ทำให้เราแพ้เร็วขึ้น,Toxic
รอบนี้น่าจะรอคูลดาวน์ ทีมยังโอเค,Normal
ตัวป่า ไม่มีประโยชน์กับเกมนี้เลย,Toxic
ช่วยคิดก่อนเล่นหน่อย เดินไปตายคนเดียว,Toxic
รอบนี้ใช้สกิลไวไปหน่อย เอาใหม่รอบหน้า,Normal
เปิดวิชั่นก่อน เล่นต่อได้,Normal
แก ปัก ward ตอนนี้ยังไหว,Normal
แก เปิดไฟต์ ไม่เป็นไร,Normal
รอบนี้จังหวะนี้ยากจริง แต่ไม่เป็นไร,Normal
มึงมั่วจน objective หายหมด,Toxic
มึงไร้ประโยชน์จนทีมเล่นไม่ได้,Toxic
เล่นเล่นไม่เป็นตั้งแต่ต้นเกม,Toxic
ถ้ายังเล่นแบบนี้ อีกทีมคงชอบ,Toxic
เพื่อน ปัก ward เล่นต่อได้,Normal
มืออาชีพมาก แบกฝั่งตรงข้ามจริงๆ,Toxic
ดีมาก แบกฝั่งตรงข้ามจริงๆ,Toxic
เมื่อกี้ใช้สกิลไวไปหน่อย ทีมยังโอเค,Normal
ถ้าจะกดสกิลมั่ว อย่าฝืนเลย,Toxic
มึง ถอยก่อน รอบหน้าเอาใหม่,Normal
ถ้าไม่รู้ว่าต้องทำอะไร ทีมอื่นคงลำบากเหมือนกัน,Toxic
ถ้าเล่นได้แค่นี้ เกมนี้จบตั้งแต่เห็นแล้ว,Toxic
มึงมั่วทำทีมเหนื่อย,Toxic
มึงแย่กว่าบอทอีก,Toxic
เล่นกากทุกไฟต์,Toxic
เล่นได้ดีนะ,Normal
ผลงานดี ส่งแต้มสวยมาก,Toxic
ลองเปลี่ยนแผนดูไหม,Normal
เล่นห่วยทั้งเกม,Toxic
เมื่อกี้เลนนี้กดดันยาก ยังมีเวลา,Normal
เล่นแย่แบบนี้,Toxic
รอบนี้ยืนลึกไปนิด ยังกลับมาได้,Normal
รอบนี้ยืนลึกไปนิด ไม่ต้องซีเรียส,Normal
รอบนี้เข้าเร็วไปหน่อย รอบหน้าแก้ได้,Normal
เมื่อกี้ใช้สกิลไวไปหน่อย ค่อยๆเล่น,Normal
รอบนี้น่าจะรอคูลดาวน์ ลองใหม่ได้,Normal
สุดยอด ทำให้เราแพ้เร็วขึ้น,Toxic
เล่นแย่กว่าบอทอีก,Toxic
รอบนี้เข้าเร็วไปหน่อย ยังมีเวลา,Normal
เมื่อกี้น่าจะรอคูลดาวน์ ยังกลับมาได้,Normal
ไม่ธรรมดา ทำทีมพังได้ต่อเนื่อง,Toxic
ทำแบบนี้ใครจะอยากทีมด้วย ทำทีมเสียจังหวะ,Toxic
จังหวะนั้นดีมากนะ,Normal
กันป้อมก่อน ตอนนี้ยังไหว,Normal
เห็นแล้วเหนื่อย ไม่ดูแมพเลย,Toxic
คนเล่นตำแหน่งนี้ เล่นแล้วทีมต้องแบกหนักขึ้น,Toxic
รอบนี้เลนนี้กดดันยาก แต่ไม่เป็นไร,Normal
รอบนี้จังหวะนี้ยากจริง เอาใหม่รอบหน้า,Normal
กันป้อมก่อน แผนนี้โอเค,Normal
มึงเล่นไม่เป็นจนทีมเล่นไม่ได้,Toxic
เมื่อกี้เลนนี้กดดันยาก ยังกลับมาได้,Normal
เมื่อกี้เข้าเร็วไปหน่อย รอบหน้าแก้ได้,Normal
มึงไร้ประโยชน์ทั้งเกม,Toxic
มึงกากทั้งเกม,Toxic
ไม่ธรรมดา ส่งแต้มสวยมาก,Toxic
ถ้าไม่ดูแมพเลย คนอื่นเขาเหนื่อย,Toxic
ไม่ธรรมดา ทำเกมง่ายขึ้นสำหรับอีกฝั่ง,Toxic
ถ้าเล่นได้แค่นี้ ไม่มีใครแบกไหว,Toxic
ทีมเรา ฟาร์มก่อน ตอนนี้ยังไหว,Normal
ขอให้รู้ว่าคนอื่นเหนื่อยเพราะคุณ,Toxic
เมื่อกี้เลนนี้กดดันยาก เอาใหม่รอบหน้า,Normal
รอบนี้ไฟต์นี้เสียเปรียบ ยังกลับมาได้,Normal
มึงอ่อนตั้งแต่ต้นเกม,Toxic
รอบนี้ยืนลึกไปนิด ทีมยังโอเค,Normal
เล่นแจกทำทีมเหนื่อย,Toxic
ฉลาดมาก ทำทีมพังได้ต่อเนื่อง,Toxic
เมื่อกี้ยังไม่ควรไล่ รอบหน้าแก้ได้,Normal
รอบนี้ของยังไม่พร้อม ค่อยๆเล่น,Normal
ช่วยได้เยอะ ส่งแต้มสวยมาก,Toxic
เล่นแจกไม่ควรมาแรงค์,Toxic
ถ้ายังเล่นแบบนี้ อย่ามาลงแรงค์,Toxic
มึงมั่วไม่มีพัฒนา,Toxic
อ่านเกมบ้างเถอะ ยืนผิดตำแหน่ง,Toxic
รอบนี้ของยังไม่พร้อม ยังกลับมาได้,Normal
ถ้าเล่นได้แค่นี้ คนอื่นเขาเหนื่อย,Toxic
เมื่อกี้เข้าเร็วไปหน่อย ลองใหม่ได้,Normal
สวยเลยเมื่อกี้,Normal
เมื่อกี้เลนนี้กดดันยาก ลองใหม่ได้,Normal
ไม่ไหวก็ถอยก่อนนะ,Normal
แก้ไฟต์ได้ดีจริงๆ,Normal
เล่นแย่จน objective หายหมด,Toxic
ถอยเข้าป้อมก่อน เล่นต่อได้,Normal
รอบนี้ควรดูแมพก่อน ทีมยังโอเค,Normal
เรา เซฟสกิล ค่อยๆเล่น,Normal
สุดยอด แบกฝั่งตรงข้ามจริงๆ,Toxic
ตัวป่า อ่านเกมไม่ออกเลย,Toxic
นาย เปิดไฟต์ ไม่เป็นไร,Normal
แครี่ อ่านเกมไม่ออกเลย,Toxic
ตัวถ่วงทีมชัดๆ,Toxic
มึง ฟาร์มก่อน เดี๋ยวตามไป,Normal
เพื่อน รอทีม ใจเย็นก่อน,Normal
เรา เปิดไฟต์ ไม่เป็นไร,Normal
เล่นโง่ไม่ควรมาแรงค์,Toxic
เมื่อกี้ยังไม่ควรไล่ ลองใหม่ได้,Normal
มึงอ่อนจน objective หายหมด,Toxic
ถ้าไม่ดูแมพเลย เกมนี้จบตั้งแต่เห็นแล้ว,Toxic
ถ้าจะยืนดูเฉยๆ ควรหยุดก่อน,Toxic
เล่นกากจน objective หายหมด,Toxic
มึงกากไม่ควรมาแรงค์,Toxic
เล่นมั่วทำทีมเหนื่อย,Toxic
คนเล่นตำแหน่งนี้ ไม่มีประโยชน์กับเกมนี้เลย,Toxic
คุมพื้นที่ดี,Normal
เมื่อกี้จังหวะนี้ยากจริง เอาใหม่รอบหน้า,Normal
เรา ถอยก่อน เล่นต่อได้,Normal
รอบนี้จังหวะนี้ยากจริง ยังมีเวลา,Normal
รอบนี้ใช้สกิลไวไปหน่อย แต่ไม่เป็นไร,Normal
คนเล่นตำแหน่งนี้ ทำให้ทีมเสียเปรียบตลอด,Toxic
แก เก็บ objective เดี๋ยวตามไป,Normal
รอเกิดก่อน ใจเย็นก่อน,Normal
ทีมเรา เปิดไฟต์ ค่อยๆเล่น,Normal
ทีมเรา รวมกลาง ค่อยๆเล่น,Normal
กันป้อมก่อน ยังมีโอกาส,Normal
มึงตัวถ่วงทั้งเกม,Toxic
คนเลนบน ตัดสินใจแย่มาก,Toxic
รอบนี้ของยังไม่พร้อม ยังมีเวลา,Normal
ขอบคุณมาก ทำทีมพังได้ต่อเนื่อง,Toxic
เล่นมั่วแบบนี้,Toxic
เดี๋ยวช่วยอีกฝั่ง,Normal
ถอยเข้าป้อมก่อน ค่อยๆเล่น,Normal
คนเลนล่าง ไม่มีประโยชน์กับเกมนี้เลย,Toxic
ถ้าจะเล่นคนเดียว อีกทีมคงชอบ,Toxic
ตัวป่า ทำให้คนอื่นเหนื่อยเปล่า,Toxic
เล่นเล่นไม่เป็นจน objective หายหมด,Toxic
ทีมเรา รอทีม ใจเย็นก่อน,Normal
เรา รอทีม ไม่เป็นไร,Normal
ทีมเรา รวมกลาง แผนนี้โอเค,Normal
คนในทีม ตัดสินใจแย่มาก,Toxic
มึงตัวถ่วงทุกไฟต์,Toxic
ตัวซัพ ทำให้ทีมเสียเปรียบตลอด,Toxic
เห็นแล้วเหนื่อย เล่นคนละเกมกับทีม,Toxic
เล่นแย่ตั้งแต่ต้นเกม,Toxic
รอบนี้จังหวะนี้ยากจริง ไม่ต้องซีเรียส,Normal
เล่นห่วยจัด,Toxic
เรา ถอยก่อน ไม่เป็นไร,Normal
ยังทันนะ,Normal
มึงมั่วตั้งแต่ต้นเกม,Toxic
นาย เก็บ objective ตอนนี้ยังไหว,Normal
มึงตัวถ่วงไม่ควรมาแรงค์,Toxic
ถอยเข้าป้อมก่อน ใจเย็นก่อน,Normal
รอบนี้เข้าเร็วไปหน่อย แต่ไม่เป็นไร,Normal
กันป้อมก่อน ไม่เป็นไร,Normal
คนเปิดไฟต์ ไม่มีประโยชน์กับเกมนี้เลย,Toxic
ทีมเรา ถอยก่อน เดี๋ยวตามไป,Normal
เพื่อน เซฟสกิล ยังมีโอกาส,Normal
ถ้าเล่นได้แค่นี้ อีกทีมคงชอบ,Toxic
โอเค เดี๋ยวตาม,Normal
รอบนี้ไฟต์นี้เสียเปรียบ ทีมยังโอเค,Normal
แก กันบ้าน ค่อยๆเล่น,Normal
เมจ ทำ objective หายหมด,Toxic
ควรไปฝึกก่อน เดินไปตายคนเดียว,Toxic
เล่นโง่ทำทีมเหนื่อย,Toxic
เล่นกากแบบนี้,Toxic
ขอบคุณมาก ทำให้เราแพ้เร็วขึ้น,Toxic
เล่นแย่ทุกไฟต์,Toxic
เมื่อกี้ของยังไม่พร้อม เอาใหม่รอบหน้า,Normal
เล่นดีมากจนอีกทีมต้องขอบคุณ,Toxic
ช่วยได้เยอะ ทำทีมพังได้ต่อเนื่อง,Toxic
มึงจังหวะนั้นดีมาก,Normal
แก้ไฟต์ได้ดีนะ,Normal
เรา ฟาร์มก่อน ไม่เป็นไร,Normal
เมื่อกี้จังหวะนี้ยากจริง รอบหน้าแก้ได้,Normal
มึง ถอยก่อน เดี๋ยวช่วย,Normal
มึงไร้ประโยชน์ตั้งแต่ต้นเกม,Toxic
คนเล่นตำแหน่งนี้ อ่านเกมไม่ออกเลย,Toxic
จังหวะนั้นดีมาก,Normal
มึงอ่อนทุกไฟต์,Toxic
เล่นแจกทุกไฟต์,Toxic
ทีมแบกไม่ไหวแล้ว ทำทีมเสียจังหวะ,Toxic
ทีมพังเพราะมึงเลย,Toxic
เลือกจังหวะดี,Normal
แก เซฟสกิล ใจเย็นก่อน,Normal
คนในทีม ทำให้ทีมเสียเปรียบตลอด,Toxic
ทีมเรา กันบ้าน เล่นต่อได้,Normal
มึงโง่กว่าบอทอีก,Toxic
มึงอ่อนทำทีมเหนื่อย,Toxic
เอามังกรก่อน ไม่เป็นไร,Normal
มึงมั่วไม่ควรมาแรงค์,Toxic
รอบนี้เข้าเร็วไปหน่อย เอาใหม่รอบหน้า,Normal
เล่นเล่นไม่เป็นทุกไฟต์,Toxic
เพื่อน ฟาร์มก่อน แผนนี้โอเค,Normal
อ่านเกมบ้างเถอะ ไม่ช่วย objective,Toxic
เมจ เหมือนไม่ได้คิดก่อนเล่น,Toxic
คนเล่นตำแหน่งนี้ ทำเกมง่ายให้ฝั่งตรงข้าม,Toxic
สุดยอด ส่งแต้มสวยมาก,Toxic
เล่นอ่อนกว่าบอทอีก,Toxic
เก็บบัฟก่อน รอบหน้าเอาใหม่,Normal
เทพจริง ทำเกมง่ายขึ้นสำหรับอีกฝั่ง,Toxic
มึง เซฟสกิล ไม่เป็นไร,Normal
เล่นแจกแบบนี้,Toxic
มึงไร้ประโยชน์แบบนี้,Toxic
เมื่อกี้ยังไม่ควรไล่ ทีมยังโอเค,Normal
มึงตัวถ่วงแบบนี้,Toxic
คนเปิดไฟต์ ตัดสินใจแย่มาก,Toxic
กันป้อมก่อน รอบหน้าเอาใหม่,Normal
เมื่อกี้ควรดูแมพก่อน รอบหน้าแก้ได้,Normal
รอบนี้ไฟต์นี้เสียเปรียบ เดี๋ยวช่วยกัน,Normal
